flight_id,scheduled_time,pax_count,delay_min,checkin_desks
EK1205,2026-05-30 10:15:00,135,0,2
EK1206,2026-05-30 11:30:00,161,0,2
AA1207,2026-05-30 11:45:00,171,10,2
BA1208,2026-05-30 12:30:00,190,0,2
AF1209,2026-05-30 12:45:00,227,0,2
TK1210,2026-05-30 13:00:00,202,0,2
LH1211,2026-05-30 13:45:00,178,0,2
LH1212,2026-05-30 14:45:00,238,5,2
FR1213,2026-05-30 14:30:00,216,0,2
LH1214,2026-05-30 15:00:00,255,5,3
LH1215,2026-05-30 15:00:00,203,0,2
BA1216,2026-05-30 16:15:00,265,0,3
TK1217,2026-05-30 16:15:00,223,0,2
LH1218,2026-05-30 17:15:00,342,0,4
QR1219,2026-05-30 17:15:00,333,0,4
LH1220,2026-05-30 17:30:00,355,0,4
LH1221,2026-05-30 18:30:00,466,0,5
BA1222,2026-05-30 18:15:00,377,0,4
UA1223,2026-05-30 18:15:00,382,0,4
TK1224,2026-05-30 19:00:00,373,0,4
DL1225,2026-05-30 19:45:00,326,5,4
BA1226,2026-05-30 20:00:00,247,0,3
UA1227,2026-05-30 20:45:00,228,0,2
TK1228,2026-05-30 21:15:00,185,0,2
TK1229,2026-05-30 21:00:00,165,0,2
UA1230,2026-05-30 22:00:00,169,0,2
AA1231,2026-05-31 05:45:00,118,15,2
UA1232,2026-05-31 05:30:00,147,5,2
FR1233,2026-05-31 06:15:00,255,0,3
DL1234,2026-05-31 06:30:00,289,0,3
AF1235,2026-05-31 06:45:00,185,15,2
AF1236,2026-05-31 07:15:00,298,0,3
FR1237,2026-05-31 07:15:00,310,0,3
EK1238,2026-05-31 07:45:00,338,0,4
AF1239,2026-05-31 07:00:00,360,0,4
UA1240,2026-05-31 08:45:00,336,0,4
FR1241,2026-05-31 08:30:00,294,45,3
FR1242,2026-05-31 08:00:00,233,0,2
LH1243,2026-05-31 09:00:00,190,10,2
LH1244,2026-05-31 09:30:00,179,0,2
QR1245,2026-05-31 10:45:00,149,0,2
BA1246,2026-05-31 10:15:00,133,10,2
BA1247,2026-05-31 11:45:00,144,0,2
EK1248,2026-05-31 11:15:00,157,10,2
AF1249,2026-05-31 12:15:00,200,10,2
AF1250,2026-05-31 12:45:00,197,45,2
EK1251,2026-05-31 13:15:00,187,45,2
LH1252,2026-05-31 13:00:00,157,10,2
BA1253,2026-05-31 14:15:00,200,0,2
TK1254,2026-05-31 14:45:00,179,0,2
AA1255,2026-05-31 15:30:00,178,0,2
AA1256,2026-05-31 15:00:00,221,0,2
BA1257,2026-05-31 16:00:00,238,0,2
AA1258,2026-05-31 16:00:00,257,0,3
DL1259,2026-05-31 17:00:00,354,0,4
EK1260,2026-05-31 17:15:00,265,0,3
QR1261,2026-05-31 17:00:00,405,0,5
AF1262,2026-05-31 18:00:00,332,0,4
QR1263,2026-05-31 18:15:00,356,0,4
TK1264,2026-05-31 18:45:00,282,0,3
EK1265,2026-05-31 19:45:00,259,45,3
DL1266,2026-05-31 19:30:00,255,15,3
FR1267,2026-05-31 20:45:00,223,10,2
LH1268,2026-05-31 20:00:00,184,0,2
AA1269,2026-05-31 21:15:00,177,0,2
LH1270,2026-05-31 21:30:00,160,0,2
DL1271,2026-05-31 22:00:00,127,10,2
QR1272,2026-06-01 05:15:00,151,0,2
AF1273,2026-06-01 05:15:00,145,0,2
FR1274,2026-06-01 06:30:00,199,0,2
QR1275,2026-06-01 06:15:00,213,0,2
DL1276,2026-06-01 06:45:00,207,10,2
FR1277,2026-06-01 07:45:00,261,0,3
DL1278,2026-06-01 07:15:00,337,0,4
AA1279,2026-06-01 07:45:00,277,0,3
EK1280,2026-06-01 07:15:00,295,30,3
TK1281,2026-06-01 08:30:00,313,15,3
FR1282,2026-06-01 08:30:00,358,45,4
BA1283,2026-06-01 08:15:00,201,0,2
QR1284,2026-06-01 09:00:00,150,0,2
QR1285,2026-06-01 09:00:00,178,5,2
AA1286,2026-06-01 10:45:00,150,0,2
AF1287,2026-06-01 10:30:00,130,0,2
QR1288,2026-06-01 11:00:00,142,0,2
AA1289,2026-06-01 11:15:00,162,0,2
AA1290,2026-06-01 12:45:00,158,0,2
EK1291,2026-06-01 12:30:00,168,0,2
BA1292,2026-06-01 13:00:00,160,0,2
TK1293,2026-06-01 13:45:00,157,0,2
UA1294,2026-06-01 14:00:00,211,0,2
TK1295,2026-06-01 14:00:00,162,0,2
LH1296,2026-06-01 15:45:00,202,0,2
UA1297,2026-06-01 15:00:00,170,0,2
FR1298,2026-06-01 16:45:00,247,0,3
QR1299,2026-06-01 16:45:00,223,0,2
DL1300,2026-06-01 17:00:00,326,0,4
QR1301,2026-06-01 17:45:00,300,0,3
DL1302,2026-06-01 17:15:00,307,15,3
BA1303,2026-06-01 18:30:00,403,0,5
TK1304,2026-06-01 18:00:00,332,0,4
UA1305,2026-06-01 18:00:00,338,0,4
FR1306,2026-06-01 19:45:00,309,0,3
FR1307,2026-06-01 19:00:00,219,0,2
AF1308,2026-06-01 20:15:00,238,0,2
BA1309,2026-06-01 20:45:00,161,0,2
QR1310,2026-06-01 21:15:00,168,20,2
AF1311,2026-06-01 21:15:00,142,10,2
BA1312,2026-06-01 22:15:00,113,45,2
BA1313,2026-06-02 05:45:00,124,0,2
AF1314,2026-06-02 05:30:00,137,0,2
AF1315,2026-06-02 06:15:00,195,15,2
FR1316,2026-06-02 06:00:00,234,10,2
AA1317,2026-06-02 06:30:00,187,0,2
AF1318,2026-06-02 07:15:00,248,0,3
TK1319,2026-06-02 07:15:00,288,0,3
DL1320,2026-06-02 07:30:00,280,0,3
AF1321,2026-06-02 07:30:00,283,0,3
BA1322,2026-06-02 08:45:00,333,5,4
FR1323,2026-06-02 08:45:00,303,0,3
DL1324,2026-06-02 08:30:00,177,0,2
DL1325,2026-06-02 09:30:00,163,0,2
DL1326,2026-06-02 09:15:00,137,10,2
LH1327,2026-06-02 10:30:00,119,10,2
EK1328,2026-06-02 10:30:00,114,0,2
QR1329,2026-06-02 11:30:00,133,45,2
TK1330,2026-06-02 11:45:00,118,0,2
AF1331,2026-06-02 12:30:00,164,10,2
FR1332,2026-06-02 12:45:00,148,0,2
AA1333,2026-06-02 13:30:00,146,0,2
FR1334,2026-06-02 13:00:00,155,45,2
QR1335,2026-06-02 14:15:00,162,0,2
QR1336,2026-06-02 14:30:00,179,0,2
UA1337,2026-06-02 15:15:00,192,0,2
DL1338,2026-06-02 15:30:00,141,0,2
EK1339,2026-06-02 16:45:00,194,0,2
QR1340,2026-06-02 16:45:00,162,0,2
AF1341,2026-06-02 17:15:00,237,30,2
BA1342,2026-06-02 17:45:00,292,0,3
UA1343,2026-06-02 17:00:00,254,0,3
UA1344,2026-06-02 18:15:00,321,0,4
DL1345,2026-06-02 18:30:00,272,5,3
AF1346,2026-06-02 18:30:00,245,15,3
DL1347,2026-06-02 19:00:00,217,0,2
AF1348,2026-06-02 19:30:00,238,0,2
AA1349,2026-06-02 20:30:00,171,5,2
AA1350,2026-06-02 20:30:00,162,0,2
DL1351,2026-06-02 21:00:00,150,0,2
TK1352,2026-06-02 21:45:00,125,0,2
DL1353,2026-06-02 22:45:00,130,0,2
TK1354,2026-06-03 05:45:00,124,0,2
BA1355,2026-06-03 05:30:00,128,0,2
DL1356,2026-06-03 06:00:00,175,0,2
UA1357,2026-06-03 06:45:00,211,5,2
TK1358,2026-06-03 06:30:00,149,0,2
EK1359,2026-06-03 07:30:00,204,0,2
TK1360,2026-06-03 07:30:00,276,0,3
QR1361,2026-06-03 07:15:00,201,0,2
FR1362,2026-06-03 07:00:00,275,5,3
TK1363,2026-06-03 08:45:00,297,0,3
AA1364,2026-06-03 08:45:00,242,0,3
UA1365,2026-06-03 08:45:00,162,0,2
AF1366,2026-06-03 09:00:00,143,0,2
EK1367,2026-06-03 09:15:00,115,0,2
EK1368,2026-06-03 10:30:00,105,0,2
EK1369,2026-06-03 10:30:00,112,0,2
QR1370,2026-06-03 11:00:00,116,0,2
UA1371,2026-06-03 11:00:00,121,0,2
TK1372,2026-06-03 12:00:00,136,0,2
QR1373,2026-06-03 12:30:00,144,0,2
EK1374,2026-06-03 13:00:00,128,0,2
AF1375,2026-06-03 13:30:00,125,0,2
TK1376,2026-06-03 14:00:00,149,0,2
LH1377,2026-06-03 14:30:00,133,0,2
QR1378,2026-06-03 15:15:00,151,0,2
QR1379,2026-06-03 15:30:00,134,0,2
DL1380,2026-06-03 16:00:00,205,20,2
LH1381,2026-06-03 16:00:00,200,0,2
LH1382,2026-06-03 17:30:00,273,0,3
QR1383,2026-06-03 17:15:00,260,0,3
QR1384,2026-06-03 17:45:00,290,0,3
FR1385,2026-06-03 18:15:00,275,0,3
BA1386,2026-06-03 18:00:00,246,0,3
TK1387,2026-06-03 18:15:00,283,0,3
TK1388,2026-06-03 19:15:00,237,20,2
FR1389,2026-06-03 19:45:00,216,0,2
UA1390,2026-06-03 20:30:00,190,0,2
UA1391,2026-06-03 20:45:00,148,0,2
FR1392,2026-06-03 21:00:00,144,0,2
UA1393,2026-06-03 21:30:00,117,0,2
DL1394,2026-06-03 22:30:00,112,5,2
EK1395,2026-06-04 05:15:00,116,0,2
TK1396,2026-06-04 05:00:00,134,5,2
AF1397,2026-06-04 06:30:00,220,0,2
QR1398,2026-06-04 06:45:00,211,0,2
EK1399,2026-06-04 06:45:00,179,0,2
FR1400,2026-06-04 07:15:00,226,10,2
FR1401,2026-06-04 07:00:00,263,10,3
UA1402,2026-06-04 07:15:00,242,15,3
TK1403,2026-06-04 07:30:00,331,0,4
DL1404,2026-06-04 08:00:00,336,0,4
AF1405,2026-06-04 08:15:00,273,10,3
BA1406,2026-06-04 08:00:00,160,20,2
EK1407,2026-06-04 09:15:00,167,5,2
TK1408,2026-06-04 09:30:00,170,0,2
EK1409,2026-06-04 10:00:00,148,0,2
DL1410,2026-06-04 10:45:00,125,0,2
AA1411,2026-06-04 11:15:00,131,10,2
TK1412,2026-06-04 11:30:00,123,0,2
AA1413,2026-06-04 12:00:00,175,0,2
AA1414,2026-06-04 12:15:00,150,0,2
DL1415,2026-06-04 13:30:00,163,45,2
AA1416,2026-06-04 13:45:00,163,0,2
UA1417,2026-06-04 14:45:00,181,0,2
AF1418,2026-06-04 14:15:00,184,0,2
EK1419,2026-06-04 15:30:00,189,0,2
QR1420,2026-06-04 15:30:00,161,20,2
LH1421,2026-06-04 16:15:00,227,0,2
QR1422,2026-06-04 16:00:00,183,0,2
TK1423,2026-06-04 17:00:00,291,0,3
EK1424,2026-06-04 17:30:00,239,0,2
QR1425,2026-06-04 17:30:00,286,0,3
BA1426,2026-06-04 18:45:00,332,0,4
FR1427,2026-06-04 18:15:00,272,10,3
FR1428,2026-06-04 18:45:00,273,0,3
UA1429,2026-06-04 19:30:00,268,0,3
BA1430,2026-06-04 19:15:00,226,45,2
QR1431,2026-06-04 20:00:00,213,0,2
QR1432,2026-06-04 20:00:00,154,0,2
AF1433,2026-06-04 21:15:00,127,15,2
AA1434,2026-06-04 21:15:00,142,5,2
AA1435,2026-06-04 22:15:00,128,0,2
